"IDS Login/Email","Frazer ID","Dealership","Address","City","State","Zip","Phone","Vehicle Condition","Year","Make","Model","Trim","VIN","Stock #","Mileage","Exterior Color","Interior Color","Engine","Body","Vehicle Type","Transmission","DriveTrain","Cylinders","Comments","Options","Certified","MPG City","MPG Highway","MPG Combined","Retail Price","Internet Price","DownPayment","Pack","Cost","Days on Lot","Purchase Date","Photos"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2004","FORD","FOCUS","SE COMFORT","1FAHP34324W186590","186590-12"," 171285","GRAY","","2.0L","4DR","Sedan","Automatic","FWD","4","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Pass Key Security| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","0","0","0","      7795","      7894","      1000","     300.00","    2000.00","        36"," 1/11/16","1FAHP34324W186590_1.jpg|1FAHP34324W186590_2.jpg|1FAHP34324W186590_3.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2006","CHEVROLET","TRAILBLAZER","LS","1GNDS13S962309405","309405-12"," 186830","MAROON","","4.2L","4DR","SUV","Automatic","RWD","6","2840","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Satellite| AM/FM CD/DVD| Immobilizer| Keyless Entry| Daytime Running Lights| Dual Front Airbags| Passenger Sensor| Active Belts| All Wheel ABS","N","0","0","0","      8495","         0","      2000","     300.00","    2540.00","        35"," 1/12/16","1GNDS13S962309405_1.jpg|1GNDS13S962309405_2.jpg|1GNDS13S962309405_3.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2002","FORD","FOCUS","ZX3","3FAFP31392R200688","200688-9"," 132145","BLACK","","2.0L","3DR","Coupe","Automatic","FWD","4","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Pass Key Security| Daytime Running Lights| Dual Front Air Bag| Active Belts| ABS","N","0","0","0","      7995","      8094","      1200","     300.00","    3000.00","       206"," 7/25/15","3FAFP31392R200688_1.jpg|3FAFP31392R200688_2.jpg|3FAFP31392R200688_3.jpg|3FAFP31392R200688_4.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","1999","GMC","SUBURBAN","K1500","3GKFK16R3XG512667","512667-9"," 212829","PEWTER","","5.7L","4DR","SUV","Automatic","4WD","8","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM| AM/FM Cassette| AM/FM CD| Daytime Running Lights| Dual Front Air Bag| Active Belts| All Wheel ABS","N","0","0","0","      7995","         0","      1500","     300.00","    1500.00","       143"," 9/26/15","3GKFK16R3XG512667_1.jpg|3GKFK16R3XG512667_2.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2006","CHEVROLET","EQUINOX","LS","2CNDL13F666198061","198061-12"," 197507","SILVER","","3.4L","4DR","SUV","Automatic","FWD","6","2450","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| AM/FM CD/MP3| Satellite| Keyless Entry| Alarm| Daytime Running Lights| Dual Front Air Bag| Active Belts| All Wheel ABS","N","0","0","0","      8495","      8594","      1500","     300.00","    2150.00","        34"," 1/13/16","2CNDL13F666198061_1.jpg|2CNDL13F666198061_2.jpg|2CNDL13F666198061_3.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2000","CADILLAC","SEVILLE","SLS","1G6KS54Y7YU353259","353259-9"," 104951","BLACK","","4.6L","4DR","Sedan","Automatic","FWD","8","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Pass Key Security| Daytime Running Lights| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","0","0","0","      8495","         0","      1500","     300.00","    2800.00","        91","11/17/15","1G6KS54Y7YU353259_1.jpg|1G6KS54Y7YU353259_2.jpg|1G6KS54Y7YU353259_3.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2002","FORD","EXPLORER","XLS","1FMZU62E52UC83025","C83025-9"," 155663","MAROON","","4.0L","4DR","SUV","Automatic","RWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM Cassette| AM/FM CD| Pass Key Security| Dual Front Air Bag| Active Belts| All Wheel ABS","N","0","0","0","      8995","      9094","      2000","     300.00","    2500.00","        33"," 1/14/16","1FMZU62E52UC83025_1.jpg|1FMZU62E52UC83025_2.jpg|1FMZU62E52UC83025_3.jpg|1FMZU62E52UC83025_4.jpg|1FMZU62E52UC83025_5.jpg|1FMZU62E52UC83025_6.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","1999","PONTIAC","BONNEVILLE","SE","1G2HX52K6XH226960","226960-9"," 181943","TAN","","3.8L","4DR","Sedan","Automatic","FWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM| AM/FM Cassette| AM/FM CD| Pass Key Security| Daytime Running Lights| Dual Front Air Bag| Active Belts| All Wheel ABS","N","0","0","0","      7995","         0","      1500","     300.00","    1500.00","        33"," 1/14/16","1G2HX52K6XH226960_1.jpg|1G2HX52K6XH226960_2.jpg|1G2HX52K6XH226960_3.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2002","FORD","EXPEDITION","EDDIE BAUER","1FMRU17L52LA02597","A02597-9"," 177974","MAROON","","5.4L","4DR","SUV","Automatic","RWD","8","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Pass Key Security| Dual Front Air Bag| Active Belts| All Wheel ABS","N","0","0","0","      8995","         0","      2000","     300.00","    3350.00","        32"," 1/15/16","1FMRU17L52LA02597_1.jpg|1FMRU17L52LA02597_2.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2005","NISSAN","MAXIMA","SE","1N4BA41E95C855492","855492-12"," 154925","GRAY","","3.5L","4DR","Sedan","5-Speed Manual","FWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Immobilizer| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","0","0","0","      9495","         0","      2500","     300.00","    6800.00","        91","11/17/15","1N4BA41E95C855492_1.jpg|1N4BA41E95C855492_2.jpg|1N4BA41E95C855492_3.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2006","MITSUBISHI","GALANT","ES MEDIUM","4A3AB36F86E019576","019576R2"," 108496","BLUE","","2.4L","4DR","Sedan","Automatic","FWD","4","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD/MP3| Immobilizer| Keyless Entry| Alarm| Daytime Running Lights| Dual Airbags Front Head and Side| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS","N","0","0","0","      7595","      7694","       999","     300.00","    3000.00","       199"," 8/01/15","4A3AB36F86E019576_1.jpg|4A3AB36F86E019576_2.jpg|4A3AB36F86E019576_3.jpg|4A3AB36F86E019576_4.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2002","CHEVROLET","VENTURE","","1GNDX03E62D170208","170208-12"," 117051","BLUE","","3.4L","4DR","Van","Automatic","FWD","6","3300","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM| AM/FM Cassette| AM/FM CD| Pass Key Security| Daytime Running Lights| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","0","0","0","      7995","         0","      1000","     300.00","    3000.00","       193"," 8/07/15","1GNDX03E62D170208_1.jpg|1GNDX03E62D170208_2.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2000","JEEP","GRAND CHEROKEE","LAREDO","1J4G248N5YC228113","228113-9"," 211094","GRAY","","4.7L","4DR","SUV","Automatic","RWD","8","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM Cassette| Dual Front Air Bag| Active Belts| All Wheel ABS","N","0","0","0","      8295","         0","      1500","     300.00","    2800.00","       155"," 9/14/15","1J4G248N5YC228113_1.jpg|1J4G248N5YC228113_2.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2004","DODGE","STRATUS","SE","1B3EL36R04N314956","314956-12"," 131973","SILVER","","2.7L","4DR","Sedan","Automatic","FWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Daytime Running Lights| Dual Front Air Bag| Active Belts| All Wheel ABS","N","0","0","0","      8225","         0","      1200","     300.00","    2800.00","       126","10/13/15","1B3EL36R04N314956_1.jpg|1B3EL36R04N314956_2.jpg|1B3EL36R04N314956_3.jpg|1B3EL36R04N314956_4.jpg|1B3EL36R04N314956_5.jpg|1B3EL36R04N314956_6.jpg|1B3EL36R04N314956_7.jpg|1B3EL36R04N314956_8.jpg|1B3EL36R04N314956_9.jpg|1B3EL36R04N314956_10.jpg"
"larry@carnationinc.com","40135","CAR NATION OF GEORGIA, INC","24026 US HWY 319 N","COOLIDGE","GA","31738","229-346-3033","Used","2003","LINCOLN","TOWN CAR","EXECUTIVE","1LNHM81WX3Y692102","692102-9"," 176756","SILVER","","4.6L","4DR","Sedan","Automatic","RWD","8","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM Cassette| AM/FM CD| Pass Key Security| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","0","0","0","      8995","         0","      2000","     300.00","    3800.00","       138","10/01/15","1LNHM81WX3Y692102_1.jpg|1LNHM81WX3Y692102_2.jpg"
