"IDS Login/Email","Frazer ID","Dealership","Address","City","State","Zip","Phone","Vehicle Condition","Year","Make","Model","Trim","VIN","Stock #","Mileage","Exterior Color","Interior Color","Engine","Body","Vehicle Type","Transmission","DriveTrain","Cylinders","Comments","Options","Certified","MPG City","MPG Highway","MPG Combined","Retail Price","Internet Price","DownPayment","Pack","Cost","Days on Lot","Purchase Date","Photos"
"lmj-autosales@hotmail.com","49191","LMJ AUTO MOTORS SALES","2802 BLANCO RD","SAN ANTONIO","TX","78212","210-362-4166","Used","2003","CHEVROLET","AVALANCHE","1500 Z66","3GNEC13TX3G156241","10085"," 143695","BLACK","BLACK","5.3L","4DR","Truck","Automatic","RWD","8","One Owner, Clean Leather, Great Driving conditions, Like New , New Tires,, Front 32'' LED Bar remotetly controlled, Rear Led Stip 3rd Light Stripts.  Paint has minor scratches from rocks on the road, no peeling or repaint.  Visit our website for more pictures and details: LMJAutoMotorSales.com and fill the online  Form Contact Dealership   for quick response.   LMJ Auto Motors Sales does not offer In-House-Finance or Buy Here Pay Here- Cash or Bank Loans Only.  All pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Availabilty is subject to prior delivery. The prices shown above do not include tax, title and license and all applicable fees and are subject to change. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. * * * CASH DEALS ONLY OR OUTSIDE FINANCE(BANK LOAN OR PERSONAL LOAN) * * * LMJ Auto Motors Sales does NOT HOLD vehicles. Unless you leave a DEPOSIT.","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Daytime Running Lights| Dual Front Airbags| Passenger Sensor| Active Belts| Crew Cab| Regular Bed| All Wheel ABS| 1/2 Ton","N","13","17","14","      8000","      8000","         0","     100.00","    4550.00","       167"," 3/28/18","3GNEC13TX3G156241_1.jpg|3GNEC13TX3G156241_2.jpg|3GNEC13TX3G156241_3.jpg|3GNEC13TX3G156241_4.jpg|3GNEC13TX3G156241_5.jpg|3GNEC13TX3G156241_6.jpg|3GNEC13TX3G156241_7.jpg|3GNEC13TX3G156241_8.jpg|3GNEC13TX3G156241_9.jpg|3GNEC13TX3G156241_10.jpg|3GNEC13TX3G156241_11.jpg|3GNEC13TX3G156241_12.jpg|3GNEC13TX3G156241_13.jpg|3GNEC13TX3G156241_14.jpg|3GNEC13TX3G156241_15.jpg|3GNEC13TX3G156241_16.jpg|3GNEC13TX3G156241_17.jpg|3GNEC13TX3G156241_18.jpg|3GNEC13TX3G156241_19.jpg|3GNEC13TX3G156241_20.jpg|3GNEC13TX3G156241_21.jpg|3GNEC13TX3G156241_22.jpg|3GNEC13TX3G156241_23.jpg|3GNEC13TX3G156241_24.jpg|3GNEC13TX3G156241_25.jpg|3GNEC13TX3G156241_26.jpg|3GNEC13TX3G156241_27.jpg|3GNEC13TX3G156241_28.jpg|3GNEC13TX3G156241_29.jpg|3GNEC13TX3G156241_30.jpg|3GNEC13TX3G156241_31.jpg|3GNEC13TX3G156241_32.jpg|3GNEC13TX3G156241_33.jpg|3GNEC13TX3G156241_34.jpg|3GNEC13TX3G156241_35.jpg|3GNEC13TX3G156241_36.jpg|3GNEC13TX3G156241_37.jpg|3GNEC13TX3G156241_38.jpg"
"lmj-autosales@hotmail.com","49191","LMJ AUTO MOTORS SALES","2802 BLANCO RD","SAN ANTONIO","TX","78212","210-362-4166","Used","1988","BMW","325","I","WBABB1309J1930945","10086"," 354800","Black","BLACK","2.5L","2DR","Convertible","5-Speed Manual","RWD","6","Visit our website for more pictures and details: LMJAutoMotorSales.com and fill the online ~Form Contact Dealership~  for quick response.   LMJ Auto Motors Sales does not offer In-House-Finance or Buy Here Pay Here- Cash or Bank Loans Only.  All pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Availabilty is subject to prior delivery. The prices shown above do not include tax, title and license and all applicable fees and are subject to change. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. * * * CASH DEALS ONLY OR OUTSIDE FINANCE(BANK LOAN OR PERSONAL LOAN) * * * LMJ Auto Motors Sales does NOT HOLD vehicles. Unless you leave a DEPOSIT.","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM| AM/FM CD/MP3| Daytime Running Lights| Dual Front Airbags|  Sid Ar Bgs| Passenger deactivation switch| Long Conventional Cab| All Wheel ABS","N","16","22","19","      4800","      4800","         0","     100.00","    2500.00","       160"," 4/04/18","WBABB1309J1930945_1.jpg|WBABB1309J1930945_2.jpg|WBABB1309J1930945_3.jpg|WBABB1309J1930945_4.jpg|WBABB1309J1930945_5.jpg|WBABB1309J1930945_6.jpg|WBABB1309J1930945_7.jpg|WBABB1309J1930945_8.jpg|WBABB1309J1930945_9.jpg|WBABB1309J1930945_10.jpg|WBABB1309J1930945_11.jpg|WBABB1309J1930945_12.jpg|WBABB1309J1930945_13.jpg|WBABB1309J1930945_14.jpg|WBABB1309J1930945_15.jpg|WBABB1309J1930945_16.jpg|WBABB1309J1930945_17.jpg|WBABB1309J1930945_18.jpg|WBABB1309J1930945_19.jpg|WBABB1309J1930945_20.jpg|WBABB1309J1930945_21.jpg|WBABB1309J1930945_22.jpg|WBABB1309J1930945_23.jpg|WBABB1309J1930945_24.jpg|WBABB1309J1930945_25.jpg|WBABB1309J1930945_26.jpg|WBABB1309J1930945_27.jpg|WBABB1309J1930945_28.jpg|WBABB1309J1930945_29.jpg|WBABB1309J1930945_30.jpg|WBABB1309J1930945_31.jpg|WBABB1309J1930945_32.jpg|WBABB1309J1930945_33.jpg|WBABB1309J1930945_34.jpg|WBABB1309J1930945_35.jpg|WBABB1309J1930945_36.jpg|WBABB1309J1930945_37.jpg|WBABB1309J1930945_38.jpg|WBABB1309J1930945_39.jpg|WBABB1309J1930945_40.jpg|WBABB1309J1930945_41.jpg|WBABB1309J1930945_42.jpg"
"lmj-autosales@hotmail.com","49191","LMJ AUTO MOTORS SALES","2802 BLANCO RD","SAN ANTONIO","TX","78212","210-362-4166","Used","2015","KIA","SOUL","","KNDJN2A29F7218634","10091","  46837","WHITE","BLACK","1.6L","4DR","SUV","Automatic","FWD","4","Visit our website for more pictures and details: LMJAutoMotorSales.com and fill the online ~Form Contact Dealership~  for quick response.   LMJ Auto Motors Sales does not offer In-House-Finance or Buy Here Pay Here- Cash or Bank Loans Only.  All pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Availabilty is subject to prior delivery. The prices shown above do not include tax, title and license and all applicable fees and are subject to change. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. * * * CASH DEALS ONLY OR OUTSIDE FINANCE(BANK LOAN OR PERSONAL LOAN) * * * LMJ Auto Motors Sales does NOT HOLD vehicles. Unless you leave a DEPOSIT.","Rear View Camara, Bluetooth, Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD/MP3| Satellite| Immobilizer| Keyless Entry| Dual Front Airbags| Side Airbags| Head Airbags| Rear Head Airbags| Active Seatbelts| All Wheel ABS","N","24","30","26","     11000","     11000","         0","     100.00","    2350.00","       126"," 5/08/18","KNDJN2A29F7218634_1.jpg|KNDJN2A29F7218634_2.jpg|KNDJN2A29F7218634_3.jpg|KNDJN2A29F7218634_4.jpg|KNDJN2A29F7218634_5.jpg|KNDJN2A29F7218634_6.jpg|KNDJN2A29F7218634_7.jpg|KNDJN2A29F7218634_8.jpg|KNDJN2A29F7218634_9.jpg|KNDJN2A29F7218634_10.jpg|KNDJN2A29F7218634_11.jpg|KNDJN2A29F7218634_12.jpg|KNDJN2A29F7218634_13.jpg|KNDJN2A29F7218634_14.jpg|KNDJN2A29F7218634_15.jpg|KNDJN2A29F7218634_16.jpg|KNDJN2A29F7218634_17.jpg|KNDJN2A29F7218634_18.jpg|KNDJN2A29F7218634_19.jpg|KNDJN2A29F7218634_20.jpg|KNDJN2A29F7218634_21.jpg|KNDJN2A29F7218634_22.jpg|KNDJN2A29F7218634_23.jpg|KNDJN2A29F7218634_24.jpg|KNDJN2A29F7218634_25.jpg|KNDJN2A29F7218634_26.jpg|KNDJN2A29F7218634_27.jpg|KNDJN2A29F7218634_28.jpg|KNDJN2A29F7218634_29.jpg|KNDJN2A29F7218634_30.jpg|KNDJN2A29F7218634_31.jpg|KNDJN2A29F7218634_32.jpg|KNDJN2A29F7218634_33.jpg|KNDJN2A29F7218634_34.jpg|KNDJN2A29F7218634_35.jpg|KNDJN2A29F7218634_36.jpg|KNDJN2A29F7218634_37.jpg|KNDJN2A29F7218634_38.jpg|KNDJN2A29F7218634_39.jpg|KNDJN2A29F7218634_40.jpg|KNDJN2A29F7218634_41.jpg|KNDJN2A29F7218634_42.jpg|KNDJN2A29F7218634_43.jpg|KNDJN2A29F7218634_44.jpg|KNDJN2A29F7218634_45.jpg|KNDJN2A29F7218634_46.jpg|KNDJN2A29F7218634_47.jpg|KNDJN2A29F7218634_48.jpg|KNDJN2A29F7218634_49.jpg|KNDJN2A29F7218634_50.jpg|KNDJN2A29F7218634_51.jpg|KNDJN2A29F7218634_52.jpg|KNDJN2A29F7218634_53.jpg"
"lmj-autosales@hotmail.com","49191","LMJ AUTO MOTORS SALES","2802 BLANCO RD","SAN ANTONIO","TX","78212","210-362-4166","Used","2006","ACURA","TL","Navigation System","19UUA66266A062436","10092"," 128240","Black","BLACK","3.2L","4DR","Sedan","Automatic","FWD","6","Visit our website for more pictures and details: LMJAutoMotorSales.com and fill the online ~Form Contact Dealership~  for quick response.   LMJ Auto Motors Sales does not offer In-House-Finance or Buy Here Pay Here- Cash or Bank Loans Only.  All pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Availabilty is subject to prior delivery. The prices shown above do not include tax, title and license and all applicable fees and are subject to change. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. * * * CASH DEALS ONLY OR OUTSIDE FINANCE(BANK LOAN OR PERSONAL LOAN) * * * LMJ Auto Motors Sales does NOT HOLD vehicles. Unless you leave a DEPOSIT.","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| Satellite| Navigation | Rear View Camara| AM/FM Cassette/CD| AM/FM CD/DVD| Immobilizer| Keyless Entry| Alarm| Dual Airbags Front Head and Side| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS| Power Sun/Moon Roof","N","20","29","20","      5900","      5900","         0","     100.00","    1000.00","       126"," 5/08/18","19UUA66266A062436_1.jpg|19UUA66266A062436_2.jpg|19UUA66266A062436_3.jpg|19UUA66266A062436_4.jpg|19UUA66266A062436_5.jpg|19UUA66266A062436_6.jpg|19UUA66266A062436_7.jpg|19UUA66266A062436_8.jpg|19UUA66266A062436_9.jpg|19UUA66266A062436_10.jpg|19UUA66266A062436_11.jpg|19UUA66266A062436_12.jpg|19UUA66266A062436_13.jpg|19UUA66266A062436_14.jpg|19UUA66266A062436_15.jpg|19UUA66266A062436_16.jpg|19UUA66266A062436_17.jpg|19UUA66266A062436_18.jpg|19UUA66266A062436_19.jpg|19UUA66266A062436_20.jpg|19UUA66266A062436_21.jpg|19UUA66266A062436_22.jpg|19UUA66266A062436_23.jpg|19UUA66266A062436_24.jpg|19UUA66266A062436_25.jpg|19UUA66266A062436_26.jpg|19UUA66266A062436_27.jpg|19UUA66266A062436_28.jpg|19UUA66266A062436_29.jpg|19UUA66266A062436_30.jpg"
"lmj-autosales@hotmail.com","49191","LMJ AUTO MOTORS SALES","2802 BLANCO RD","SAN ANTONIO","TX","78212","210-362-4166","Used","2009","KIA","SPECTRA","LX","KNAFE221895654030","10093","  50202","SILVER","SILVER","2.0L","4DR","Sedan","4-Speed Manual","FWD","4","Visit our website for more pictures and details: LMJAutoMotorSales.com and fill the online ~Form Contact Dealership~  for quick response.   LMJ Auto Motors Sales does not offer In-House-Finance or Buy Here Pay Here- Cash or Bank Loans Only.  All pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Availabilty is subject to prior delivery. The prices shown above do not include tax, title and license and all applicable fees and are subject to change. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. * * * CASH DEALS ONLY OR OUTSIDE FINANCE(BANK LOAN OR PERSONAL LOAN) * * * LMJ Auto Motors Sales does NOT HOLD vehicles. Unless you leave a DEPOSIT.","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| AM/FM CD/MP3| Dual Front Airbags| Side Airbags| Head Airbags| Rear Head Airbags| Active Seatbelts| All Wheel ABS","N","0","0","0","      4500","      4500","         0","     100.00","    1650.00","       126"," 5/08/18","KNAFE221895654030_1.jpg|KNAFE221895654030_2.jpg|KNAFE221895654030_3.jpg|KNAFE221895654030_4.jpg|KNAFE221895654030_5.jpg|KNAFE221895654030_6.jpg|KNAFE221895654030_7.jpg|KNAFE221895654030_8.jpg|KNAFE221895654030_9.jpg|KNAFE221895654030_10.jpg|KNAFE221895654030_11.jpg|KNAFE221895654030_12.jpg|KNAFE221895654030_13.jpg|KNAFE221895654030_14.jpg|KNAFE221895654030_15.jpg|KNAFE221895654030_16.jpg|KNAFE221895654030_17.jpg|KNAFE221895654030_18.jpg|KNAFE221895654030_19.jpg|KNAFE221895654030_20.jpg|KNAFE221895654030_21.jpg|KNAFE221895654030_22.jpg|KNAFE221895654030_23.jpg|KNAFE221895654030_24.jpg|KNAFE221895654030_25.jpg|KNAFE221895654030_26.jpg|KNAFE221895654030_27.jpg|KNAFE221895654030_28.jpg|KNAFE221895654030_29.jpg|KNAFE221895654030_30.jpg|KNAFE221895654030_31.jpg"
"lmj-autosales@hotmail.com","49191","LMJ AUTO MOTORS SALES","2802 BLANCO RD","SAN ANTONIO","TX","78212","210-362-4166","Used","2012","FORD","TRANSIT CONNECT","XL","NM0LS7AN6CT084108","10094","  34066","Gray","WHITE","2.0L","5DR","Van","Automatic","FWD","4","Great for Small Business - Low Miles Van is in Great Condition -Units uses Compressed natural gas (CNG)  Visit our website for more pictures and details: LMJAutoMotorSales.com and fill the online  Form Contact Dealership   for quick response.   LMJ Auto Motors Sales does not offer In-House-Finance or Buy Here Pay Here- Cash or Bank Loans Only.  All pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Availabilty is subject to prior delivery. The prices shown above do not include tax, title and license and all applicable fees and are subject to change. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. * * * CASH DEALS ONLY OR OUTSIDE FINANCE(BANK LOAN OR PERSONAL LOAN) * * * LMJ Auto Motors Sales does NOT HOLD vehicles. Unless you leave a DEPOSIT.","CNG Gas| 2.0L DOHC SEFI I4 engine| 4-wheel anti-lock (ABS) brakes | AdvanceTrac w/Roll Stability Control (RSC)| Driver/front passenger airbags| Front overhead storage shelf w/net| Front row carpeted floor covering| Cargo Shelves and Boxes for organization|  Cargo area vinyl floor covering| Tilt/telescoping steering wheel| Air Conditioning| Manual Windows| Manual Locks| Power Steering| Tilt Wheel| AM/FM CD/MP3| Satellite| Immobilizer| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","21","27","23","     12000","     12000","         0","     100.00","    6800.00","       113"," 5/21/18","NM0LS7AN6CT084108_1.jpg|NM0LS7AN6CT084108_2.jpg|NM0LS7AN6CT084108_3.jpg|NM0LS7AN6CT084108_4.jpg|NM0LS7AN6CT084108_5.jpg|NM0LS7AN6CT084108_6.jpg|NM0LS7AN6CT084108_7.jpg|NM0LS7AN6CT084108_8.jpg|NM0LS7AN6CT084108_9.jpg|NM0LS7AN6CT084108_10.jpg|NM0LS7AN6CT084108_11.jpg|NM0LS7AN6CT084108_12.jpg|NM0LS7AN6CT084108_13.jpg|NM0LS7AN6CT084108_14.jpg|NM0LS7AN6CT084108_15.jpg|NM0LS7AN6CT084108_16.jpg|NM0LS7AN6CT084108_17.jpg|NM0LS7AN6CT084108_18.jpg|NM0LS7AN6CT084108_19.jpg|NM0LS7AN6CT084108_20.jpg|NM0LS7AN6CT084108_21.jpg|NM0LS7AN6CT084108_22.jpg|NM0LS7AN6CT084108_23.jpg|NM0LS7AN6CT084108_24.jpg|NM0LS7AN6CT084108_25.jpg|NM0LS7AN6CT084108_26.jpg|NM0LS7AN6CT084108_27.jpg|NM0LS7AN6CT084108_28.jpg|NM0LS7AN6CT084108_29.jpg|NM0LS7AN6CT084108_30.jpg|NM0LS7AN6CT084108_31.jpg|NM0LS7AN6CT084108_32.jpg|NM0LS7AN6CT084108_33.jpg|NM0LS7AN6CT084108_34.jpg|NM0LS7AN6CT084108_35.jpg|NM0LS7AN6CT084108_36.jpg|NM0LS7AN6CT084108_37.jpg|NM0LS7AN6CT084108_38.jpg|NM0LS7AN6CT084108_39.jpg|NM0LS7AN6CT084108_40.jpg|NM0LS7AN6CT084108_41.jpg|NM0LS7AN6CT084108_42.jpg|NM0LS7AN6CT084108_43.jpg|NM0LS7AN6CT084108_44.jpg|NM0LS7AN6CT084108_45.jpg|NM0LS7AN6CT084108_46.jpg|NM0LS7AN6CT084108_47.jpg|NM0LS7AN6CT084108_48.jpg|NM0LS7AN6CT084108_49.jpg|NM0LS7AN6CT084108_50.jpg|NM0LS7AN6CT084108_51.jpg|NM0LS7AN6CT084108_52.jpg|NM0LS7AN6CT084108_53.jpg|NM0LS7AN6CT084108_54.jpg|NM0LS7AN6CT084108_55.jpg|NM0LS7AN6CT084108_56.jpg|NM0LS7AN6CT084108_57.jpg|NM0LS7AN6CT084108_58.jpg|NM0LS7AN6CT084108_59.jpg|NM0LS7AN6CT084108_60.jpg|NM0LS7AN6CT084108_61.jpg|NM0LS7AN6CT084108_62.jpg|NM0LS7AN6CT084108_63.jpg"
"lmj-autosales@hotmail.com","49191","LMJ AUTO MOTORS SALES","2802 BLANCO RD","SAN ANTONIO","TX","78212","210-362-4166","Used","2008","FORD","EXPEDITION","EDDIE BAUER","1FMFU17528LA77240","10095"," 125500","Blue","","5.4L","4DR","SUV","Automatic","RWD","8","Visit our website for more pictures and details: LMJAutoMotorSales.com and fill the online ~Form Contact Dealership~  for quick response.   LMJ Auto Motors Sales does not offer In-House-Finance or Buy Here Pay Here- Cash or Bank Loans Only.  All pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Availabilty is subject to prior delivery. The prices shown above do not include tax, title and license and all applicable fees and are subject to change. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. * * * CASH DEALS ONLY OR OUTSIDE FINANCE(BANK LOAN OR PERSONAL LOAN) * * * LMJ Auto Motors Sales does NOT HOLD vehicles. Unless you leave a DEPOSIT.","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD/MP3| AM/FM CD/DVD| Satellite| Immobilizer| Keyless Entry| Daytime Running Lights| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","0","0","0","     11000","     11000","         0","     100.00","    4950.00","       103"," 5/31/18","1FMFU17528LA77240_1.jpg|1FMFU17528LA77240_2.jpg|1FMFU17528LA77240_3.jpg|1FMFU17528LA77240_4.jpg|1FMFU17528LA77240_5.jpg|1FMFU17528LA77240_6.jpg|1FMFU17528LA77240_7.jpg|1FMFU17528LA77240_8.jpg|1FMFU17528LA77240_9.jpg|1FMFU17528LA77240_10.jpg|1FMFU17528LA77240_11.jpg|1FMFU17528LA77240_12.jpg|1FMFU17528LA77240_13.jpg|1FMFU17528LA77240_14.jpg|1FMFU17528LA77240_15.jpg|1FMFU17528LA77240_16.jpg|1FMFU17528LA77240_17.jpg|1FMFU17528LA77240_18.jpg|1FMFU17528LA77240_19.jpg|1FMFU17528LA77240_20.jpg|1FMFU17528LA77240_21.jpg|1FMFU17528LA77240_22.jpg|1FMFU17528LA77240_23.jpg|1FMFU17528LA77240_24.jpg|1FMFU17528LA77240_25.jpg|1FMFU17528LA77240_26.jpg|1FMFU17528LA77240_27.jpg|1FMFU17528LA77240_28.jpg|1FMFU17528LA77240_29.jpg|1FMFU17528LA77240_30.jpg|1FMFU17528LA77240_31.jpg|1FMFU17528LA77240_32.jpg|1FMFU17528LA77240_33.jpg|1FMFU17528LA77240_34.jpg|1FMFU17528LA77240_35.jpg|1FMFU17528LA77240_36.jpg|1FMFU17528LA77240_37.jpg|1FMFU17528LA77240_38.jpg|1FMFU17528LA77240_39.jpg|1FMFU17528LA77240_40.jpg|1FMFU17528LA77240_41.jpg|1FMFU17528LA77240_42.jpg"
"lmj-autosales@hotmail.com","49191","LMJ AUTO MOTORS SALES","2802 BLANCO RD","SAN ANTONIO","TX","78212","210-362-4166","Used","2007","NISSAN","ALTIMA","2.5","1N4AL21E17C159271","10096"," 121000","Blue","","2.5L","4DR","Sedan","Continuously Variable","FWD","4","Visit our website for more pictures and details: LMJAutoMotorSales.com and fill the online ~Form Contact Dealership~  for quick response.   LMJ Auto Motors Sales does not offer In-House-Finance or Buy Here Pay Here- Cash or Bank Loans Only.  All pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Availabilty is subject to prior delivery. The prices shown above do not include tax, title and license and all applicable fees and are subject to change. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. * * * CASH DEALS ONLY OR OUTSIDE FINANCE(BANK LOAN OR PERSONAL LOAN) * * * LMJ Auto Motors Sales does NOT HOLD vehicles. Unless you leave a DEPOSIT.","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| AM/FM CD/MP3| Satellite| Immobilizer| Keyless Entry| Alarm| Dual Front Airbags| Side Airbags| Head Airbags| Rear Head Airbags| Active Seatbelts| All Wheel ABS","N","33","35","34","      5000","      5000","         0","     100.00","    1700.00","       103"," 5/31/18","1N4AL21E17C159271_1.jpg|1N4AL21E17C159271_2.jpg|1N4AL21E17C159271_3.jpg|1N4AL21E17C159271_4.jpg|1N4AL21E17C159271_5.jpg|1N4AL21E17C159271_6.jpg|1N4AL21E17C159271_7.jpg|1N4AL21E17C159271_8.jpg|1N4AL21E17C159271_9.jpg|1N4AL21E17C159271_10.jpg|1N4AL21E17C159271_11.jpg|1N4AL21E17C159271_12.jpg|1N4AL21E17C159271_13.jpg|1N4AL21E17C159271_14.jpg|1N4AL21E17C159271_15.jpg|1N4AL21E17C159271_16.jpg|1N4AL21E17C159271_17.jpg|1N4AL21E17C159271_18.jpg|1N4AL21E17C159271_19.jpg|1N4AL21E17C159271_20.jpg|1N4AL21E17C159271_21.jpg|1N4AL21E17C159271_22.jpg|1N4AL21E17C159271_23.jpg|1N4AL21E17C159271_24.jpg|1N4AL21E17C159271_25.jpg|1N4AL21E17C159271_26.jpg|1N4AL21E17C159271_27.jpg|1N4AL21E17C159271_28.jpg|1N4AL21E17C159271_29.jpg|1N4AL21E17C159271_30.jpg"
"lmj-autosales@hotmail.com","49191","LMJ AUTO MOTORS SALES","2802 BLANCO RD","SAN ANTONIO","TX","78212","210-362-4166","Used","2008","FORD","F150","XL SUPER CAB","1FTRF12268KB70017","10103","  88600","White","TAN","4.2L","2DR","Commercial","Automatic","RWD","6","Visit our website for more pictures and details: LMJAutoMotorSales.com and fill the online ~Form Contact Dealership~  for quick response.   LMJ Auto Motors Sales does not offer In-House-Finance or Buy Here Pay Here- Cash or Bank Loans Only.  All pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Availabilty is subject to prior delivery. The prices shown above do not include tax, title and license and all applicable fees and are subject to change. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. * * * CASH DEALS ONLY OR OUTSIDE FINANCE(BANK LOAN OR PERSONAL LOAN) * * * LMJ Auto Motors Sales does NOT HOLD vehicles. Unless you leave a DEPOSIT.","Air Conditioning| Manual Windows| Manual Locks| Power Steering| Tilt Wheel| AM/FM CD| AM/FM CD/MP3| Daytime Running Lights| Dual Front Air Bag| Active Belts| Super Cab| 8 Ft Bed| All Wheel ABS| 1/2 Ton","N","14","19","16","      9000","      9000","         0","     100.00","    3900.00","        80"," 6/23/18","1FTRF12268KB70017_1.jpg|1FTRF12268KB70017_2.jpg|1FTRF12268KB70017_3.jpg|1FTRF12268KB70017_4.jpg|1FTRF12268KB70017_5.jpg|1FTRF12268KB70017_6.jpg|1FTRF12268KB70017_7.jpg|1FTRF12268KB70017_8.jpg|1FTRF12268KB70017_9.jpg|1FTRF12268KB70017_10.jpg|1FTRF12268KB70017_11.jpg|1FTRF12268KB70017_12.jpg|1FTRF12268KB70017_13.jpg|1FTRF12268KB70017_14.jpg|1FTRF12268KB70017_15.jpg|1FTRF12268KB70017_16.jpg|1FTRF12268KB70017_17.jpg|1FTRF12268KB70017_18.jpg|1FTRF12268KB70017_19.jpg|1FTRF12268KB70017_20.jpg|1FTRF12268KB70017_21.jpg|1FTRF12268KB70017_22.jpg|1FTRF12268KB70017_23.jpg|1FTRF12268KB70017_24.jpg|1FTRF12268KB70017_25.jpg|1FTRF12268KB70017_26.jpg|1FTRF12268KB70017_27.jpg|1FTRF12268KB70017_28.jpg|1FTRF12268KB70017_29.jpg|1FTRF12268KB70017_30.jpg|1FTRF12268KB70017_31.jpg|1FTRF12268KB70017_32.jpg"
"lmj-autosales@hotmail.com","49191","LMJ AUTO MOTORS SALES","2802 BLANCO RD","SAN ANTONIO","TX","78212","210-362-4166","Used","2008","CHEVROLET","COBALT","LS","1G1AK58F387346219","10105"," 122923","Silver","SILVER","2.2L","4DR","Sedan","Automatic","FWD","4","Visit our website for more pictures and details: LMJAutoMotorSales.com and fill the online ~Form Contact Dealership~  for quick response.   LMJ Auto Motors Sales does not offer In-House-Finance or Buy Here Pay Here- Cash or Bank Loans Only.  All pricing and details are believed to be accurate, but we do not warrant or guarantee such accuracy. Availabilty is subject to prior delivery. The prices shown above do not include tax, title and license and all applicable fees and are subject to change. Vehicle information is based off standard equipment and may vary from vehicle to vehicle. Call or email for complete vehicle specific information. * * * CASH DEALS ONLY OR OUTSIDE FINANCE(BANK LOAN OR PERSONAL LOAN) * * * LMJ Auto Motors Sales does NOT HOLD vehicles. Unless you leave a DEPOSIT.","Air Conditioning| Power Steering| Tilt Wheel| AM/FM CD/MP3| Satellite| Passive engine immobilizer| Daytime Running Lights| Dual Airbags Front Head and Side| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS","N","0","0","0","      4500","      4500","         0","     100.00","     450.00","        66"," 7/07/18","1G1AK58F387346219_1.jpg"
