ids39,||,2009,||,SMART,||,FORTWO,||,PURE,||,WMEEJ31X89K226502,||,C9970,||,      0,||,         0,||,BLUE,||,,||,1.0L,||,2DR,||,Coupe,||,Automatic,||,RWD,||,3,||,,||,
ids39,||,2002,||,VOLVO,||,V70,||,2.4T,||,YV1SW58D421172387,||,C9969,||,      0,||,      7995,||,BLUE,||,,||,2.4L,||,4DR,||,Wagon,||,Automatic,||,FWD,||,5,||,,||,
ids39,||,2006,||,MAZDA,||,6,||,S,||,1YVHP80D265M20154,||,C9974,||, 110234,||,     10995,||,RED,||,,||,3.0L,||,4DR,||,Sedan,||,Automatic,||,FWD,||,6,||,,||,
ids39,||,2005,||,BMW,||,545,||,I,||,WBANB33565B089719,||,C9975,||, 121199,||,     12995,||,BLACK,||,,||,4.4L,||,4DR,||,Sedan,||,Automatic,||,RWD,||,8,||,,||,
ids39,||,2008,||,DODGE,||,CHARGER,||,,||,2B3KA43RX8H326601,||,C9972,||,  88231,||,     12995,||,WHITE,||,,||,2.7L,||,4DR,||,Sedan,||,Automatic,||,RWD,||,6,||,,||,
ids39,||,2007,||,CHEVROLET,||,COBALT,||,LT,||,1G1AL15F777334079,||,C9971,||,  83622,||,     10195,||,WHITE,||,,||,2.2L,||,2DR,||,Coupe,||,Automatic,||,FWD,||,4,||,,||,
ids39,||,2003,||,LINCOLN,||,AVIATOR,||,,||,5LMEU68H13ZJ40994,||,C9976,||, 124679,||,      8995,||,WHITE,||,,||,4.6L,||,4DR,||,SUV,||,Automatic,||,RWD,||,8,||,,||,
ids39,||,2003,||,BMW,||,745,||,LI,||,WBAGN63493DS45178,||,C9977,||, 143018,||,     11695,||,WHITE,||,,||,4.4L,||,4DR,||,Sedan,||,Automatic,||,RWD,||,8,||,,||,
ids39,||,2000,||,LEXUS,||,RX,||,300,||,JT6GF10U3Y0061724,||,C9978,||, 162182,||,      9895,||,BLACK,||,,||,3.0L,||,4DR,||,SUV,||,Automatic,||,FWD,||,6,||,,||,
ids39,||,2005,||,BMW,||,X5,||,3.0I,||,5UXFA13525LY08066,||,C9979,||, 129656,||,     12895,||,GRAY,||,,||,3.0L,||,4DR,||,SUV,||,Automatic,||,AWD,||,6,||,,||,
ids39,||,2005,||,LINCOLN,||,LS,||,,||,1LNHM86SX5Y623967,||,C9980,||,  78310,||,     10095,||,WHITE,||,,||,3.0L,||,4DR,||,Sedan,||,Automatic,||,RWD,||,6,||,,||,
ids39,||,2004,||,NISSAN,||,QUEST,||,S,||,5N1BV28U84N305229,||,C9519,||, 115942,||,     11495,||,GOLD,||,,||,3.5L,||,4DR,||,Van,||,Automatic,||,FWD,||,6,||,,||,
ids39,||,1998,||,MERCEDES-BENZ,||,E,||,320,||,WDBJF65F4WA621021,||,T9907,||,      0,||,         0,||,WHITE,||,,||,3.2L,||,4DR,||,Sedan,||,Automatic,||,RWD,||,6,||,,||,
ids39,||,2005,||,KIA,||,SORENTO,||,EX,||,KNDJD733155435756,||,C9542,||, 111570,||,     10595,||,SILVER,||,,||,3.5L,||,4DR,||,SUV,||,Automatic,||,RWD,||,6,||,,||,
ids39,||,2002,||,NISSAN,||,PATHFINDER,||,SE MANUAL,||,JN8DR09Y52W703663,||,T9947,||,      0,||,         0,||,WHITE,||,,||,3.5L,||,4DR,||,Mid-Size,||,Manual,||,4WD,||,6,||,,||,
ids39,||,2004,||,HONDA,||,ACCORD,||,LX,||,JHMCM56374C000239,||,C9983,||,      0,||,     11495,||,SILVER,||,,||,2.4L,||,4DR,||,Sedan,||,Automatic,||,FWD,||,4,||,,||,
ids39,||,2011,||,HYUNDAI,||,SONATA,||,SE,||,5NPEC4AC4BH118930,||,C9982,||, 105402,||,     14995,||,GREY,||,,||,2.4L,||,4DR,||,Sedan,||,Automatic,||,FWD,||,4,||,,||,
ids39,||,2008,||,PONTIAC,||,G6,||,BASE,||,1G2ZG57NX84139241,||,C9973,||, 121079,||,     11295,||,GRAY,||,,||,3.5L,||,4DR,||,Sedan,||,Automatic,||,FWD,||,6,||,,||,
ids39,||,2008,||,PONTIAC,||,VIBE,||,,||,5Y2SL67838Z421913,||,C9536,||, 118775,||,     11995,||,SILVER,||,,||,1.8L,||,4DR,||,Hatchback,||,Automatic,||,FWD,||,4,||,,||,
ids39,||,2006,||,CHEVROLET,||,MALIBU,||,LT,||,1G1ZT518X6F118846,||,C9984,||, 119068,||,         0,||,BLACK,||,,||,3.5L,||,4DR,||,Sedan,||,Automatic,||,FWD,||,6,||,,||,
ids39,||,2005,||,AUDI,||,A6,||,3.2 QUATTRO,||,WAUDG74F45N083458,||,C9985,||, 171796,||,         0,||,SILVER,||,,||,3.1L,||,4DR,||,Sedan,||,Automatic,||,AWD,||,6,||,,||,
ids39,||,2008,||,CHEVROLET,||,MALIBU,||,LTZ,||,1G1ZK57B08F264861,||,C9986,||, 125587,||,     11995,||,BLUE,||,,||,2.4L,||,4DR,||,Sedan,||,Automatic,||,FWD,||,4,||,,||,
ids39,||,2005,||,NISSAN,||,MURANO,||,SL,||,JN8AZ08T75W324869,||,C9607,||, 102399,||,     13295,||,GREY,||,,||,3.5L,||,4DR,||,SUV,||,Continuously Variable,||,FWD,||,6,||,,||,
ids39,||,2004,||,NISSAN,||,XTERRA,||,XE,||,5N1ED28T04C672077,||,C9643,||,  85680,||,     11995,||,GRAY,||,,||,3.3L,||,4DR,||,SUV,||,Automatic,||,RWD,||,6,||,,||,
ids39,||,2007,||,JEEP,||,COMPASS,||,LIMITED,||,1J8FT57W57D153879,||,C9653,||, 110975,||,     11995,||,BLACK,||,,||,2.4L,||,4DR,||,SUV,||,Automatic,||,FWD,||,4,||,,||,
ids39,||,2008,||,CHEVROLET,||,MALIBU,||,1LT,||,1G1ZH57B58F163166,||,C9668,||, 114205,||,     12295,||,TAN,||,,||,2.4L,||,4DR,||,Sedan,||,Automatic,||,FWD,||,4,||,,||,
ids39,||,2004,||,NISSAN,||,QUEST,||,S,||,5N1BV28U24N303024,||,C9686,||, 103643,||,     11795,||,GREEN,||,,||,3.5L,||,4DR,||,Van,||,Automatic,||,FWD,||,6,||,,||,
