"IDS Login/Email","Frazer ID","Dealership","Address","City","State","Zip","Phone","Vehicle Condition","Year","Make","Model","Trim","VIN","Stock #","Mileage","Exterior Color","Interior Color","Engine","Body","Vehicle Type","Transmission","DriveTrain","Cylinders","Comments","Options","Certified","MPG City","MPG Highway","MPG Combined","Retail Price","Internet Price","DownPayment","Pack","Cost","Days on Lot","Purchase Date","Photos"
"autobizhawaii@gmail.com","47116","AUTO BIZ","709 AHUA ST.","HONOLULU","HI","96819","808-772-4785","Used","2008","CHEVROLET","MALIBU","2LT","1G1ZJ57758F196488","5926068"," 107507","SILIVE","","3.6L","4DR","Sedan","Automatic","FWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD/MP3| Satellite| Sentry Key| Keyless Entry| Alarm| Daytime Running Lights| Dual Airbags Front Head and Side| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS","N","0","0","0","      7499","      7499","         0","    1000.00","    5600.00","       200"," 6/22/15","1G1ZJ57758F196488_1.jpg|1G1ZJ57758F196488_2.jpg|1G1ZJ57758F196488_3.jpg|1G1ZJ57758F196488_4.jpg|1G1ZJ57758F196488_5.jpg|1G1ZJ57758F196488_6.jpg|1G1ZJ57758F196488_7.jpg|1G1ZJ57758F196488_8.jpg|1G1ZJ57758F196488_9.jpg|1G1ZJ57758F196488_10.jpg|1G1ZJ57758F196488_11.jpg|1G1ZJ57758F196488_12.jpg|1G1ZJ57758F196488_13.jpg|1G1ZJ57758F196488_14.jpg|1G1ZJ57758F196488_15.jpg|1G1ZJ57758F196488_16.jpg|1G1ZJ57758F196488_17.jpg|1G1ZJ57758F196488_18.jpg|1G1ZJ57758F196488_19.jpg|1G1ZJ57758F196488_20.jpg"
"autobizhawaii@gmail.com","47116","AUTO BIZ","709 AHUA ST.","HONOLULU","HI","96819","808-772-4785","Used","2003","TOYOTA","4RUNNER","SR5","JTEZT14R530012108","6577906","  95984","SILIVE","","4.7L","4DR","SUV","Automatic","RWD","8","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM Cassette| AM/FM CD| Pass Key Security| Daytime Running Lights| Dual Airbags Front Head and Side| Active Seatbelts| Dual Rear Side Airbags| All Wheel ABS","N","0","0","0","      9999","      9999","         0","    1000.00","    6911.00","       176"," 7/16/15","JTEZT14R530012108_1.jpg|JTEZT14R530012108_2.jpg|JTEZT14R530012108_3.jpg|JTEZT14R530012108_4.jpg|JTEZT14R530012108_5.jpg|JTEZT14R530012108_6.jpg|JTEZT14R530012108_7.jpg|JTEZT14R530012108_8.jpg|JTEZT14R530012108_9.jpg|JTEZT14R530012108_10.jpg|JTEZT14R530012108_11.jpg|JTEZT14R530012108_12.jpg|JTEZT14R530012108_13.jpg|JTEZT14R530012108_14.jpg|JTEZT14R530012108_15.jpg|JTEZT14R530012108_16.jpg|JTEZT14R530012108_17.jpg|JTEZT14R530012108_18.jpg|JTEZT14R530012108_19.jpg|JTEZT14R530012108_20.jpg|JTEZT14R530012108_21.jpg|JTEZT14R530012108_22.jpg|JTEZT14R530012108_23.jpg"
"autobizhawaii@gmail.com","47116","AUTO BIZ","709 AHUA ST.","HONOLULU","HI","96819","808-772-4785","Used","2005","DODGE","RAM 1500","ST","1D7HA18N75J653910","5801087"," 141000","BLACK","","4.7L","4DR","Truck","Automatic","RWD","8","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM Cassette| AM/FM CD| Dual Front Air Bag| Active Belts| Crew Cab| Regular Bed| All Wheel ABS| 1/2 Ton","N","0","0","0","      9499","      9499","         0","    1000.00","       0.00","       141"," 8/20/15","1D7HA18N75J653910_1.jpg|1D7HA18N75J653910_2.jpg|1D7HA18N75J653910_3.jpg|1D7HA18N75J653910_4.jpg|1D7HA18N75J653910_5.jpg|1D7HA18N75J653910_6.jpg|1D7HA18N75J653910_7.jpg|1D7HA18N75J653910_8.jpg|1D7HA18N75J653910_9.jpg|1D7HA18N75J653910_10.jpg|1D7HA18N75J653910_11.jpg|1D7HA18N75J653910_12.jpg|1D7HA18N75J653910_13.jpg|1D7HA18N75J653910_14.jpg|1D7HA18N75J653910_15.jpg|1D7HA18N75J653910_16.jpg|1D7HA18N75J653910_17.jpg|1D7HA18N75J653910_18.jpg|1D7HA18N75J653910_19.jpg"
"autobizhawaii@gmail.com","47116","AUTO BIZ","709 AHUA ST.","HONOLULU","HI","96819","808-772-4785","Used","2004","VOLKSWAGEN","NEW BEETLE","TURBO S","3VWFE21C64M401021","6029590","  67626","SILIVE","","1.8L","2DR","Hatchback","Manual","FWD","4","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM Cassette| Pass Key Security| Daytime Running Lights| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","0","0","0","      5499","      5499","         0","    1000.00","    2500.00","       101"," 9/29/15","3VWFE21C64M401021_1.jpg|3VWFE21C64M401021_2.jpg|3VWFE21C64M401021_3.jpg|3VWFE21C64M401021_4.jpg|3VWFE21C64M401021_5.jpg|3VWFE21C64M401021_6.jpg|3VWFE21C64M401021_7.jpg|3VWFE21C64M401021_8.jpg|3VWFE21C64M401021_9.jpg|3VWFE21C64M401021_10.jpg|3VWFE21C64M401021_11.jpg|3VWFE21C64M401021_12.jpg|3VWFE21C64M401021_13.jpg|3VWFE21C64M401021_14.jpg"
"autobizhawaii@gmail.com","47116","AUTO BIZ","709 AHUA ST.","HONOLULU","HI","96819","808-772-4785","Used","2006","LEXUS","RX 400H","400","JTJHW31U560015149","6029608","  96718","SILIVE","","3.3L","4DR","SUV","Automatic","AWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM Cassette/CD| Passive engine immobilizer| Daytime Running Lights| Dual Front Airbags| Side Airbags| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS","N","0","0","0","     14999","     14999","         0","    1000.00","       0.00","        71","10/29/15","JTJHW31U560015149_1.jpg|JTJHW31U560015149_2.jpg|JTJHW31U560015149_3.jpg|JTJHW31U560015149_4.jpg|JTJHW31U560015149_5.jpg|JTJHW31U560015149_6.jpg|JTJHW31U560015149_7.jpg|JTJHW31U560015149_8.jpg|JTJHW31U560015149_9.jpg|JTJHW31U560015149_10.jpg|JTJHW31U560015149_11.jpg|JTJHW31U560015149_12.jpg|JTJHW31U560015149_13.jpg|JTJHW31U560015149_14.jpg|JTJHW31U560015149_15.jpg|JTJHW31U560015149_16.jpg|JTJHW31U560015149_17.jpg|JTJHW31U560015149_18.jpg|JTJHW31U560015149_19.jpg|JTJHW31U560015149_20.jpg"
"autobizhawaii@gmail.com","47116","AUTO BIZ","709 AHUA ST.","HONOLULU","HI","96819","808-772-4785","Used","2000","VOLVO","S40","","YV1VS2550YF548406","6029614"," 136595","WHITE","","1.9L","4DR","Sedan","Automatic","FWD","4","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM Cassette| AM/FM CD| Pass Key Security| Daytime Running Lights| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","0","0","0","      3999","      3999","         0","    1000.00","       0.00","        65","11/04/15","YV1VS2550YF548406_1.jpg|YV1VS2550YF548406_2.jpg|YV1VS2550YF548406_3.jpg|YV1VS2550YF548406_4.jpg|YV1VS2550YF548406_5.jpg|YV1VS2550YF548406_6.jpg|YV1VS2550YF548406_7.jpg|YV1VS2550YF548406_8.jpg|YV1VS2550YF548406_9.jpg|YV1VS2550YF548406_10.jpg|YV1VS2550YF548406_11.jpg|YV1VS2550YF548406_12.jpg|YV1VS2550YF548406_13.jpg|YV1VS2550YF548406_14.jpg"
"autobizhawaii@gmail.com","47116","AUTO BIZ","709 AHUA ST.","HONOLULU","HI","96819","808-772-4785","Used","2004","INFINITI","I35","","JNKDA31AX4T206193","6029617"," 108828","WHITE","","3.5L","4DR","Sedan","Automatic","FWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM Cassette| AM/FM CD| Pass Key Security| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","0","0","0","      5999","      5999","         0","    1000.00","       0.00","        60","11/09/15","JNKDA31AX4T206193_1.jpg|JNKDA31AX4T206193_2.jpg|JNKDA31AX4T206193_3.jpg|JNKDA31AX4T206193_4.jpg|JNKDA31AX4T206193_5.jpg|JNKDA31AX4T206193_6.jpg|JNKDA31AX4T206193_7.jpg|JNKDA31AX4T206193_8.jpg|JNKDA31AX4T206193_9.jpg|JNKDA31AX4T206193_10.jpg|JNKDA31AX4T206193_11.jpg|JNKDA31AX4T206193_12.jpg|JNKDA31AX4T206193_13.jpg|JNKDA31AX4T206193_14.jpg|JNKDA31AX4T206193_15.jpg|JNKDA31AX4T206193_16.jpg|JNKDA31AX4T206193_17.jpg"
"autobizhawaii@gmail.com","47116","AUTO BIZ","709 AHUA ST.","HONOLULU","HI","96819","808-772-4785","Used","2004","MAZDA","6","S","1YVFP84D945N50706","6029618"," 123699","SILIVE","","3.0L","4DR","Hatchback","5-Speed Manual","FWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Dual Front Air Bag| Active Belts| All Wheel ABS","N","0","0","0","      4499","      4499","         0","    1000.00","       0.00","        60","11/09/15","1YVFP84D945N50706_1.jpg|1YVFP84D945N50706_2.jpg|1YVFP84D945N50706_3.jpg|1YVFP84D945N50706_4.jpg|1YVFP84D945N50706_5.jpg|1YVFP84D945N50706_6.jpg|1YVFP84D945N50706_7.jpg|1YVFP84D945N50706_8.jpg|1YVFP84D945N50706_9.jpg|1YVFP84D945N50706_10.jpg|1YVFP84D945N50706_11.jpg|1YVFP84D945N50706_12.jpg|1YVFP84D945N50706_13.jpg|1YVFP84D945N50706_14.jpg|1YVFP84D945N50706_15.jpg|1YVFP84D945N50706_16.jpg|1YVFP84D945N50706_17.jpg|1YVFP84D945N50706_18.jpg"
"autobizhawaii@gmail.com","47116","AUTO BIZ","709 AHUA ST.","HONOLULU","HI","96819","808-772-4785","Used","2007","HONDA","PILOT","EX","5FNYF18157B022379","6029619"," 135861","GRAY","","3.5L","4DR","SUV","Automatic","AWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Immobilizer| Keyless Entry| Dual Front Airbags| Side Airbags| Head Airbags| Rear Head Airbags| Active Seatbelts| All Wheel ABS","N","0","0","0","      8999","      8999","         0","    1000.00","       0.00","        57","11/12/15","5FNYF18157B022379_1.jpg|5FNYF18157B022379_2.jpg|5FNYF18157B022379_3.jpg|5FNYF18157B022379_4.jpg|5FNYF18157B022379_5.jpg|5FNYF18157B022379_6.jpg|5FNYF18157B022379_7.jpg|5FNYF18157B022379_8.jpg|5FNYF18157B022379_9.jpg|5FNYF18157B022379_10.jpg|5FNYF18157B022379_11.jpg|5FNYF18157B022379_12.jpg|5FNYF18157B022379_13.jpg|5FNYF18157B022379_14.jpg|5FNYF18157B022379_15.jpg|5FNYF18157B022379_16.jpg|5FNYF18157B022379_17.jpg"
"autobizhawaii@gmail.com","47116","AUTO BIZ","709 AHUA ST.","HONOLULU","HI","96819","808-772-4785","Used","2003","ISUZU","RODEO","S","4S2CK58D334301942","6029621"," 127844","SILVER","","2.2L","4DR","SUV","4-Speed Manual","RWD","4","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Dual Front Air Bag| Active Belts| All Wheel ABS","N","0","0","0","      4799","      4799","         0","    1000.00","       0.00","        55","11/14/15","4S2CK58D334301942_1.jpg|4S2CK58D334301942_2.jpg|4S2CK58D334301942_3.jpg|4S2CK58D334301942_4.jpg|4S2CK58D334301942_5.jpg|4S2CK58D334301942_6.jpg|4S2CK58D334301942_7.jpg|4S2CK58D334301942_8.jpg|4S2CK58D334301942_9.jpg|4S2CK58D334301942_10.jpg|4S2CK58D334301942_11.jpg|4S2CK58D334301942_12.jpg|4S2CK58D334301942_13.jpg|4S2CK58D334301942_14.jpg|4S2CK58D334301942_15.jpg|4S2CK58D334301942_16.jpg|4S2CK58D334301942_17.jpg|4S2CK58D334301942_18.jpg"
