"IDS Login/Email","Frazer ID","Dealership","Address","City","State","Zip","Phone","Vehicle Condition","Year","Make","Model","Trim","VIN","Stock #","Mileage","Exterior Color","Interior Color","Engine","Body","Vehicle Type","Transmission","DriveTrain","Cylinders","Comments","Options","Certified","MPG City","MPG Highway","MPG Combined","Retail Price","Internet Price","DownPayment","Pack","Cost","Days on Lot","Purchase Date","Photos"
"sales@dixieautos.com","16208","DIXIE AUTO SALES","541 E COLLEGE AVE","DECATUR","GA","30030","404-378-4308","Used","2003","HYUNDAI","SANTA FE","GLS AUTO 2.7L V6","KM8SC73D93U554508","10975"," 122801","SILVER","","2.7L","4DR","Mid-Size","Automatic","4WD","6","","Driver Air Bag| Passenger Air Bag| Front Side Air Bag| A/C| Security System| AM/FM Stereo| Cassette| CD Player| Cruise Control| Four Wheel Drive| Power Door Locks| Heated Mirrors| Cloth Seats| Bucket Seats| Power Steering| Adjustable Steering Wheel| Aluminum Wheels| Power Windows| A/T| Premium Sound System| Luggage Rack| Rear Bench Seat| CD Changer| ABS| Sun/Moonroof| Running Boards/Side Steps| Traction Control| Tow Hitch","N","0","0","0","         0","         0","         0","     200.00","       0.00","      1315"," 8/22/12",""
"sales@dixieautos.com","16208","DIXIE AUTO SALES","541 E COLLEGE AVE","DECATUR","GA","30030","404-378-4308","Used","2001","BUICK","LESABRE","CUSTOM","1G4HP54K914152775","11189"," 119664","BROWN","","3.8L","4DR","Sedan","Automatic","FWD","6","","Driver Air Bag| Passenger Air Bag| Front Side Air Bag| A/C| Security System| AM/FM Stereo| Cassette| ABS| Cruise Control| Front Wheel Drive| Power Door Locks| Power Driver Seat| Cloth Seats| Split Bench Seat| Power Steering| Adjustable Steering Wheel| Power Windows| A/T| Engine Immobilizer| Steel Wheels| CD Player| Power Passenger Seat| Leather Seats| Bucket Seats| Traction Control| Aluminum Wheels| Heated Front Seat(s)| Telematics","N","0","0","0","         0","         0","         0","     200.00","       0.00","       925"," 9/16/13",""
"sales@dixieautos.com","16208","DIXIE AUTO SALES","541 E COLLEGE AVE","DECATUR","GA","30030","404-378-4308","Used","2005","MAZDA","MX-5 MIATA","BASE","JM1NB353650414637","11416","      0","","","1.8L","2DR","Convertible","Automatic","RWD","4","","Air Conditioning| Power Windows| Power Locks| Power Steering| AM/FM CD| Immobilizer| Dual Front Air Bag| Active Belts| Retractable Roof Panel","N","0","0","0","         0","         0","         0","     200.00","    3720.00","       521","10/25/14",""
"sales@dixieautos.com","16208","DIXIE AUTO SALES","541 E COLLEGE AVE","DECATUR","GA","30030","404-378-4308","Used","2006","BUICK","LACROSSE","CXS","2G4WE587561208474","11431"," 114802","BLUE","","3.6L","4DR","Sedan","Automatic","FWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| AM/FM CD/MP3| Satellite| Immobilizer| Keyless Entry| Daytime Running Lights| Dual Frnt and Hd Ar Bgs| Passenger Snsr| Active Seatbelts| All Wheel ABS","N","0","0","0","         0","         0","         0","     200.00","       0.00","       496","11/19/14",""
"sales@dixieautos.com","16208","DIXIE AUTO SALES","541 E COLLEGE AVE","DECATUR","GA","30030","404-378-4308","Used","2004","HONDA","PILOT","EXL","2HKYF185X4H589123","11455"," 156679","BLACK","","3.5L","4DR","SUV","Automatic","AWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| AM/FM Cassette| Pass Key Security| Dual Front Airbags| Side Airbags| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS","N","0","0","0","         0","         0","         0","     200.00","       0.00","       476","12/09/14",""
"sales@dixieautos.com","16208","DIXIE AUTO SALES","541 E COLLEGE AVE","DECATUR","GA","30030","404-378-4308","Used","2002","TOYOTA","AVALON","XL","4T1BF28B02U200571","11449"," 109654","SILVER","","3.0L","4DR","Sedan","Automatic","FWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| AM/FM Cassette| Daytime Running Lights| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","0","0","0","         0","         0","         0","     200.00","       0.00","       476","12/09/14",""
"sales@dixieautos.com","16208","DIXIE AUTO SALES","541 E COLLEGE AVE","DECATUR","GA","30030","404-378-4308","Used","2004","NISSAN","PATHFINDER","LE","JN8DR09Y34W903072","11454"," 130106","BLACK","","3.5L","4DR","SUV","Automatic","4WD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Immobilizer| Dual Front Air Bag| Active Belts| All Wheel ABS","N","0","0","0","         0","         0","         0","     200.00","       0.00","       476","12/09/14",""
"sales@dixieautos.com","16208","DIXIE AUTO SALES","541 E COLLEGE AVE","DECATUR","GA","30030","404-378-4308","Used","1994","FORD","MUSTANG","GT","1FALP45T5RF188548","11464","      0","","","5.0L","2DR","Convertible","Automatic","RWD","8","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM| AM/FM Cassette| AM/FM CD| Dual Front Air Bag| Active Belts| ABS","N","0","0","0","         0","         0","         0","     200.00","       0.00","       447"," 1/07/15",""
"sales@dixieautos.com","16208","DIXIE AUTO SALES","541 E COLLEGE AVE","DECATUR","GA","30030","404-378-4308","Used","2001","FORD","SUPER DUTY F-25","SUPERCAB XL","1FTNX20L91EA63187","10414"," 160512","WHITE","","5.4L","P/U","Mid-Size","5-Speed Manual","RWD","8","","Driver Air Bag| Passenger Air Bag| Passenger Air Bag On/Off Switch| AM/FM Stereo| 4-Wheel ABS| ABS| Third Passenger Door| Fourth Passenger Door| Rear Wheel Drive| Vinyl Seats| Fixed Bench Seat| Power Steering| M/T| Front Tow Hooks| Steel Wheels| 2nd Row Bench Seat| A/C| Cassette| Cruise Control| Turbocharged| Power Door Locks| Running Boards| Cloth Seats| Split Bench Seat| Bucket Seats| Adjustable Steering Wheel","N","0","0","0","         0","         0","         0","     200.00","       0.00","      2202"," 3/19/10",""
"sales@dixieautos.com","16208","DIXIE AUTO SALES","541 E COLLEGE AVE","DECATUR","GA","30030","404-378-4308","Used","2006","TOYOTA","CAMRY SOLARA","SE","4T1FA38P16U085146","11489"," 111826","RED","","3.3L","2DR","Convertible","Automatic","FWD","6","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM Cassette| AM/FM CD| Passive engine immobilizer| Daytime Running Lights| Dual Air Bags Front and Sides| Active Belts| All Wheel ABS","N","0","0","0","         0","         0","         0","     200.00","       0.00","       403"," 2/20/15",""
"sales@dixieautos.com","16208","DIXIE AUTO SALES","541 E COLLEGE AVE","DECATUR","GA","30030","404-378-4308","Used","2003","HONDA","CR-V","EX","SHSRD78873U126692","11503"," 147750","BLUE","","2.4L","4DR","SUV","Automatic","AWD","4","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| AM/FM Cassette| Pass Key Security| Dual Front Airbags| Side Airbags| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS","N","0","0","0","         0","         0","         0","     200.00","       0.00","       368"," 3/27/15",""
