"IDS Login/Email","Frazer ID","Dealership","Address","City","State","Zip","Phone","Vehicle Condition","Year","Make","Model","Trim","VIN","Stock #","Mileage","Exterior Color","Interior Color","Engine","Body","Vehicle Type","Transmission","DriveTrain","Cylinders","Comments","Options","Certified","MPG City","MPG Highway","MPG Combined","Retail Price","Internet Price","DownPayment","Pack","Cost","Days on Lot","Purchase Date","Photos"
"Rafael@allencarsales.com","48161","ALLEN AUTO SALES","2217 CROWN RD","DALLAS","TX","75229","214-383-9797","Used","2009","NISSAN","ALTIMA","2.5","1N4AL21E59C102977","10454"," 148557","GRAY","GRAY","2.5L","4DR","Sedan","Continuously Variable","FWD","4","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD/MP3| Satellite| AM/FM CD/DVD| Immobilizer| Keyless Entry| Alarm| Dual Front Airbags| Side Airbags| Head Airbags| Rear Head Airbags| Active Seatbelts| All Wheel ABS","N","0","0","0","      4995","      4995","         0","     500.00","    1500.00","        57"," 9/16/19","1N4AL21E59C102977_1.jpg"
"Rafael@allencarsales.com","48161","ALLEN AUTO SALES","2217 CROWN RD","DALLAS","TX","75229","214-383-9797","Used","2008","NISSAN","ALTIMA","2.5","1N4AL21EX8N556306","10455"," 161455","GRAY","BLACK","2.5L","4DR","Sedan","Continuously Variable","FWD","4","$1,500 Down Payment  $350 A Month  15 Payments","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| AM/FM CD/MP3| Satellite| Immobilizer| Keyless Entry| Alarm| Dual Front Airbags| Side Airbags| Head Airbags| Rear Head Airbags| Active Seatbelts| All Wheel ABS","N","0","0","0","      4495","      4495","      1500","     500.00","    1600.00","        54"," 9/19/19","1N4AL21EX8N556306_1.jpg|1N4AL21EX8N556306_2.jpg|1N4AL21EX8N556306_3.jpg|1N4AL21EX8N556306_4.jpg|1N4AL21EX8N556306_5.jpg|1N4AL21EX8N556306_6.jpg|1N4AL21EX8N556306_7.jpg|1N4AL21EX8N556306_8.jpg|1N4AL21EX8N556306_9.jpg|1N4AL21EX8N556306_10.jpg|1N4AL21EX8N556306_11.jpg|1N4AL21EX8N556306_12.jpg|1N4AL21EX8N556306_13.jpg|1N4AL21EX8N556306_14.jpg|1N4AL21EX8N556306_15.jpg|1N4AL21EX8N556306_16.jpg|1N4AL21EX8N556306_17.jpg|1N4AL21EX8N556306_18.jpg|1N4AL21EX8N556306_19.jpg|1N4AL21EX8N556306_20.jpg|1N4AL21EX8N556306_21.jpg|1N4AL21EX8N556306_22.jpg|1N4AL21EX8N556306_23.jpg|1N4AL21EX8N556306_24.jpg"
"Rafael@allencarsales.com","48161","ALLEN AUTO SALES","2217 CROWN RD","DALLAS","TX","75229","214-383-9797","Used","2001","BMW","540","I AUTOMATIC","WBADN63441GM71739","10452"," 222193","BLACK","BLACK","4.4L","4DR","Sedan","Automatic","RWD","8","IN HOUSE FINANCING AVAILABLE WITH ANY CREDIT  $1,000 Down Payment  $325 A Month  15 Payments    NO CREDIT CHECK","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM Cassette| AM/FM CD| Pass Key Security| Daytime Running Lights| Dual Airbags Front Head and Side| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS| Power Sun/Moon Roof","N","0","0","0","      3995","      3995","      1000","     500.00","    2000.00","        63"," 9/10/19","WBADN63441GM71739_1.jpg|WBADN63441GM71739_2.jpg|WBADN63441GM71739_3.jpg|WBADN63441GM71739_4.jpg|WBADN63441GM71739_5.jpg|WBADN63441GM71739_6.jpg|WBADN63441GM71739_7.jpg|WBADN63441GM71739_8.jpg|WBADN63441GM71739_9.jpg|WBADN63441GM71739_10.jpg|WBADN63441GM71739_11.jpg|WBADN63441GM71739_12.jpg|WBADN63441GM71739_13.jpg|WBADN63441GM71739_14.jpg|WBADN63441GM71739_15.jpg|WBADN63441GM71739_16.jpg|WBADN63441GM71739_17.jpg|WBADN63441GM71739_18.jpg|WBADN63441GM71739_19.jpg|WBADN63441GM71739_20.jpg|WBADN63441GM71739_21.jpg|WBADN63441GM71739_22.jpg"
"Rafael@allencarsales.com","48161","ALLEN AUTO SALES","2217 CROWN RD","DALLAS","TX","75229","214-383-9797","Used","2006","ACURA","3.2TL","","19UUA66206A069883","10458"," 147399","GRAY","GRAY","3.2L","4DR","Sedan","Automatic","FWD","6","IN HOUSE FINANCING AVAILABLE WITH ANY CREDIT  $1,500 Down Payment  $325 A Month  18 Payments    NO CREDIT CHECK","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| Satellite| AM/FM Cassette/CD| AM/FM CD/DVD| Immobilizer| Keyless Entry| Alarm| Dual Airbags Front Head and Side| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS| Power Sun/Moon Roof","N","0","0","0","      5495","      5495","      1500","     500.00","     800.00","        42","10/01/19","19UUA66206A069883_1.jpg|19UUA66206A069883_2.jpg|19UUA66206A069883_3.jpg|19UUA66206A069883_4.jpg|19UUA66206A069883_5.jpg|19UUA66206A069883_6.jpg|19UUA66206A069883_7.jpg|19UUA66206A069883_8.jpg|19UUA66206A069883_9.jpg|19UUA66206A069883_10.jpg|19UUA66206A069883_11.jpg|19UUA66206A069883_12.jpg|19UUA66206A069883_13.jpg|19UUA66206A069883_14.jpg|19UUA66206A069883_15.jpg|19UUA66206A069883_16.jpg|19UUA66206A069883_17.jpg|19UUA66206A069883_18.jpg|19UUA66206A069883_19.jpg|19UUA66206A069883_20.jpg|19UUA66206A069883_21.jpg|19UUA66206A069883_22.jpg|19UUA66206A069883_23.jpg"
"Rafael@allencarsales.com","48161","ALLEN AUTO SALES","2217 CROWN RD","DALLAS","TX","75229","214-383-9797","Used","2007","HONDA","ODYSSEY","EXL","5FNRL38617B416336","10446"," 198997","SILVER","GRAY","3.5L","4DR","Van","Automatic","FWD","6","~~IN HOUSE FINANCING AVAILABLE~~;  * $1000 DOWN ;  * $325 A MONTH ;  * 18 PAYMENTS","","N","0","0","0","      4995","      4995","      1000","     500.00","    3500.00","        95"," 8/09/19","5FNRL38617B416336_1.jpg|5FNRL38617B416336_2.jpg|5FNRL38617B416336_3.jpg|5FNRL38617B416336_4.jpg|5FNRL38617B416336_5.jpg|5FNRL38617B416336_6.jpg|5FNRL38617B416336_7.jpg|5FNRL38617B416336_8.jpg|5FNRL38617B416336_9.jpg|5FNRL38617B416336_10.jpg|5FNRL38617B416336_11.jpg|5FNRL38617B416336_12.jpg|5FNRL38617B416336_13.jpg|5FNRL38617B416336_14.jpg|5FNRL38617B416336_15.jpg|5FNRL38617B416336_16.jpg|5FNRL38617B416336_17.jpg|5FNRL38617B416336_18.jpg|5FNRL38617B416336_19.jpg|5FNRL38617B416336_20.jpg|5FNRL38617B416336_21.jpg|5FNRL38617B416336_22.jpg|5FNRL38617B416336_23.jpg|5FNRL38617B416336_24.jpg|5FNRL38617B416336_25.jpg"
"Rafael@allencarsales.com","48161","ALLEN AUTO SALES","2217 CROWN RD","DALLAS","TX","75229","214-383-9797","Used","2007","PONTIAC","G6","GT","1G2ZH361574245126","10421"," 134644","SILVER","","3.9L","2DR","Convertible","Automatic","FWD","6","IN HOUSE FINANCING - NO CREDIT CHECK  $1,500 DOWN  $325 A MONTH  15 PAYMENTS","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| Satellite| Immobilizer| Keyless Entry| Daytime Running Lights| Dual Front Airbags| Side Airbags| Active Seatbelts| Passenger Airbag Sensor| All Wheel ABS","N","0","0","0","      4495","      4495","      1500","     500.00","    2050.00","       173"," 5/23/19","1G2ZH361574245126_1.jpg|1G2ZH361574245126_2.jpg|1G2ZH361574245126_3.jpg|1G2ZH361574245126_4.jpg|1G2ZH361574245126_5.jpg|1G2ZH361574245126_6.jpg|1G2ZH361574245126_7.jpg|1G2ZH361574245126_8.jpg|1G2ZH361574245126_9.jpg|1G2ZH361574245126_10.jpg|1G2ZH361574245126_11.jpg|1G2ZH361574245126_12.jpg|1G2ZH361574245126_13.jpg|1G2ZH361574245126_14.jpg|1G2ZH361574245126_15.jpg|1G2ZH361574245126_16.jpg|1G2ZH361574245126_17.jpg|1G2ZH361574245126_18.jpg|1G2ZH361574245126_19.jpg|1G2ZH361574245126_20.jpg|1G2ZH361574245126_21.jpg|1G2ZH361574245126_22.jpg|1G2ZH361574245126_23.jpg|1G2ZH361574245126_24.jpg|1G2ZH361574245126_25.jpg|1G2ZH361574245126_26.jpg|1G2ZH361574245126_27.jpg|1G2ZH361574245126_28.jpg"
"Rafael@allencarsales.com","48161","ALLEN AUTO SALES","2217 CROWN RD","DALLAS","TX","75229","214-383-9797","Used","2005","LEXUS","ES","330","JTHBA30G255118645","10447"," 161614","GREEN","","3.3L","4DR","SEDAN","Automatic","FWD","4","IN HOUSE FINANCING AVAILABLE WITH ANY CREDIT  $1,000 Down Payment  $350 A Month  18 Payments    NO CREDIT CHECK","","N","0","0","0","      5495","      5495","      1000","     500.00","    3000.00","        95"," 8/09/19","JTHBA30G255118645_1.jpg|JTHBA30G255118645_2.jpg|JTHBA30G255118645_3.jpg|JTHBA30G255118645_4.jpg|JTHBA30G255118645_5.jpg|JTHBA30G255118645_6.jpg|JTHBA30G255118645_7.jpg|JTHBA30G255118645_8.jpg|JTHBA30G255118645_9.jpg|JTHBA30G255118645_10.jpg|JTHBA30G255118645_11.jpg|JTHBA30G255118645_12.jpg|JTHBA30G255118645_13.jpg|JTHBA30G255118645_14.jpg|JTHBA30G255118645_15.jpg|JTHBA30G255118645_16.jpg|JTHBA30G255118645_17.jpg|JTHBA30G255118645_18.jpg|JTHBA30G255118645_19.jpg|JTHBA30G255118645_20.jpg|JTHBA30G255118645_21.jpg|JTHBA30G255118645_22.jpg|JTHBA30G255118645_23.jpg|JTHBA30G255118645_24.jpg|JTHBA30G255118645_25.jpg|JTHBA30G255118645_26.jpg|JTHBA30G255118645_27.jpg|JTHBA30G255118645_28.jpg|JTHBA30G255118645_29.jpg"
"Rafael@allencarsales.com","48161","ALLEN AUTO SALES","2217 CROWN RD","DALLAS","TX","75229","214-383-9797","Used","2017","FORD","F150","SUPERCREW","1FTFW1EF9HFA10031","10407"," 120801","WHITE","GRAY","5.0L","4DR","Truck","Automatic","4WD","8","","Air Conditioning| Available| Power Steering| Tilt Wheel| AM/FM| AM/FM CD/MP3| Satellite| Immobilizer| Keyless Entry| Alarm| Daytime Running Lights| Dual Front Airbags| Side Airbags| Head Airbags| Rear Head Airbags| Active Seatbelts| Crew Cab| Regular Bed| All Wheel ABS| 1/2 Ton","N","0","0","0","     17995","     17995","         0","     500.00","   13000.00","       240"," 3/17/19","1FTFW1EF9HFA10031_1.jpg|1FTFW1EF9HFA10031_2.jpg|1FTFW1EF9HFA10031_3.jpg|1FTFW1EF9HFA10031_4.jpg|1FTFW1EF9HFA10031_5.jpg|1FTFW1EF9HFA10031_6.jpg|1FTFW1EF9HFA10031_7.jpg|1FTFW1EF9HFA10031_8.jpg|1FTFW1EF9HFA10031_9.jpg|1FTFW1EF9HFA10031_10.jpg|1FTFW1EF9HFA10031_11.jpg|1FTFW1EF9HFA10031_12.jpg|1FTFW1EF9HFA10031_13.jpg|1FTFW1EF9HFA10031_14.jpg|1FTFW1EF9HFA10031_15.jpg|1FTFW1EF9HFA10031_16.jpg|1FTFW1EF9HFA10031_17.jpg|1FTFW1EF9HFA10031_18.jpg|1FTFW1EF9HFA10031_19.jpg|1FTFW1EF9HFA10031_20.jpg|1FTFW1EF9HFA10031_21.jpg|1FTFW1EF9HFA10031_22.jpg|1FTFW1EF9HFA10031_23.jpg|1FTFW1EF9HFA10031_24.jpg|1FTFW1EF9HFA10031_25.jpg"
"Rafael@allencarsales.com","48161","ALLEN AUTO SALES","2217 CROWN RD","DALLAS","TX","75229","214-383-9797","Used","2014","FORD","F150","SUPERCREW","1FTFW1EF6EKF95041","10448"," 132141","WHITE","GRAY","5.0L","4DR","Truck","Automatic","4WD","8","","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM| AM/FM CD/MP3| Satellite| Sentry Key| Keyless Entry| Alarm| Daytime Running Lights| Dual Front Airbags| Side Airbags| Head Airbags| Rear Head Airbags| Active Seatbelts| Crew Cab| Regular Bed| All Wheel ABS| 1/2 Ton","N","0","0","0","     11495","     11495","         0","     500.00","    6690.00","        94"," 8/10/19","1FTFW1EF6EKF95041_1.jpg|1FTFW1EF6EKF95041_2.jpg|1FTFW1EF6EKF95041_3.jpg|1FTFW1EF6EKF95041_4.jpg|1FTFW1EF6EKF95041_5.jpg|1FTFW1EF6EKF95041_6.jpg|1FTFW1EF6EKF95041_7.jpg|1FTFW1EF6EKF95041_8.jpg|1FTFW1EF6EKF95041_9.jpg|1FTFW1EF6EKF95041_10.jpg|1FTFW1EF6EKF95041_11.jpg|1FTFW1EF6EKF95041_12.jpg|1FTFW1EF6EKF95041_13.jpg|1FTFW1EF6EKF95041_14.jpg|1FTFW1EF6EKF95041_15.jpg|1FTFW1EF6EKF95041_16.jpg|1FTFW1EF6EKF95041_17.jpg|1FTFW1EF6EKF95041_18.jpg|1FTFW1EF6EKF95041_19.jpg|1FTFW1EF6EKF95041_20.jpg|1FTFW1EF6EKF95041_21.jpg|1FTFW1EF6EKF95041_22.jpg|1FTFW1EF6EKF95041_23.jpg|1FTFW1EF6EKF95041_24.jpg|1FTFW1EF6EKF95041_25.jpg|1FTFW1EF6EKF95041_26.jpg|1FTFW1EF6EKF95041_27.jpg"
"Rafael@allencarsales.com","48161","ALLEN AUTO SALES","2217 CROWN RD","DALLAS","TX","75229","214-383-9797","Used","2007","CHRYSLER","PACIFICA","","2A8GM48L97R220139","10357"," 115633","BLUE","GRAY","3.8L","4DR","SUV","Automatic","FWD","6","IN HOUSE FINANCING - NO CREDIT CHECK  $750 DOWN  $325 A MONTH  15 PAYMENTS","Air Conditioning| Power Windows| Power Locks| Power Steering| Tilt Wheel| AM/FM CD| AM/FM CD/DVD| AM/FM CD/MP3| Immobilizer| Keyless Entry| Alarm| Daytime Running Lights| Dual Airbags Front Head and Side| Active Seatbelts| Passenger Airbag Sensor| Dual Rear Side Airbag| All Wheel ABS","N","0","0","0","      3495","      3495","       750","     500.00","     600.00","       337","12/10/18","2A8GM48L97R220139_1.jpg"
